['Indira Gandhi International Airport (DEL)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Pune Airport (PNQ)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Pune Airport (PNQ)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Pune Airport (PNQ)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Pune Airport (PNQ)', 'Trivandrum International Airport (TRV)', 'Air India']
['Pune Airport (PNQ)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Pune Airport (PNQ)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Pune Airport (PNQ)', 'Trivandrum International Airport (TRV)', 'Go First']
['Pune Airport (PNQ)', 'Surat Airport (STV)', 'IndiGo']
['Pune Airport (PNQ)', 'Surat Airport (STV)', 'Air India']
['Pune Airport (PNQ)', 'Surat Airport (STV)', 'Vistara']
['Pune Airport (PNQ)', 'Surat Airport (STV)', 'SpiceJet']
['Pune Airport (PNQ)', 'Surat Airport (STV)', 'Go First']
['Pune Airport (PNQ)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Pune Airport (PNQ)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Pune Airport (PNQ)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Pune Airport (PNQ)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Pune Airport (PNQ)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Pune Airport (PNQ)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Pune Airport (PNQ)', 'Bagdogra Airport (IXB)', 'Air India']
['Pune Airport (PNQ)', 'Bagdogra Airport (IXB)', 'Vistara']
['Pune Airport (PNQ)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Pune Airport (PNQ)', 'Bagdogra Airport (IXB)', 'Go First']
['Pune Airport (PNQ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Pune Airport (PNQ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Pune Airport (PNQ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Pune Airport (PNQ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Pune Airport (PNQ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Pune Airport (PNQ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Pune Airport (PNQ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Pune Airport (PNQ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Pune Airport (PNQ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Pune Airport (PNQ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Goa International Airport (GOI)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Goa International Airport (GOI)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Goa International Airport (GOI)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Goa International Airport (GOI)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Goa International Airport (GOI)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Goa International Airport (GOI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Goa International Airport (GOI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Goa International Airport (GOI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Goa International Airport (GOI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Goa International Airport (GOI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Goa International Airport (GOI)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Goa International Airport (GOI)', 'Kempegowda International Airport (BLR)', 'Air India']
['Goa International Airport (GOI)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Goa International Airport (GOI)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Goa International Airport (GOI)', 'Kempegowda International Airport (BLR)', 'Go First']
['Goa International Airport (GOI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Goa International Airport (GOI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Goa International Airport (GOI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Goa International Airport (GOI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Goa International Airport (GOI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Goa International Airport (GOI)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Goa International Airport (GOI)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Goa International Airport (GOI)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Goa International Airport (GOI)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Goa International Airport (GOI)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Goa International Airport (GOI)', 'Chennai International Airport (MAA)', 'IndiGo']
['Goa International Airport (GOI)', 'Chennai International Airport (MAA)', 'Air India']
['Goa International Airport (GOI)', 'Chennai International Airport (MAA)', 'Vistara']
['Goa International Airport (GOI)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Goa International Airport (GOI)', 'Chennai International Airport (MAA)', 'Go First']
['Goa International Airport (GOI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Goa International Airport (GOI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Goa International Airport (GOI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Goa International Airport (GOI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Goa International Airport (GOI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Goa International Airport (GOI)', 'Pune Airport (PNQ)', 'IndiGo']
['Goa International Airport (GOI)', 'Pune Airport (PNQ)', 'Air India']
['Goa International Airport (GOI)', 'Pune Airport (PNQ)', 'Vistara']
['Goa International Airport (GOI)', 'Pune Airport (PNQ)', 'SpiceJet']
['Goa International Airport (GOI)', 'Pune Airport (PNQ)', 'Go First']
['Goa International Airport (GOI)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Goa International Airport (GOI)', 'Jaipur International Airport (JAI)', 'Air India']
['Goa International Airport (GOI)', 'Jaipur International Airport (JAI)', 'Vistara']
['Goa International Airport (GOI)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Goa International Airport (GOI)', 'Jaipur International Airport (JAI)', 'Go First']
['Goa International Airport (GOI)', 'Cochin International Airport (COK)', 'IndiGo']
['Goa International Airport (GOI)', 'Cochin International Airport (COK)', 'Air India']
['Goa International Airport (GOI)', 'Cochin International Airport (COK)', 'Vistara']
['Goa International Airport (GOI)', 'Cochin International Airport (COK)', 'SpiceJet']
['Goa International Airport (GOI)', 'Cochin International Airport (COK)', 'Go First']
['Goa International Airport (GOI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Goa International Airport (GOI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Goa International Airport (GOI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Goa International Airport (GOI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Goa International Airport (GOI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Goa International Airport (GOI)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Goa International Airport (GOI)', 'Mangalore International Airport (IXE)', 'Air India']
['Goa International Airport (GOI)', 'Mangalore International Airport (IXE)', 'Vistara']
['Goa International Airport (GOI)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Goa International Airport (GOI)', 'Mangalore International Airport (IXE)', 'Go First']
['Goa International Airport (GOI)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Goa International Airport (GOI)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Goa International Airport (GOI)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Goa International Airport (GOI)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Goa International Airport (GOI)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Goa International Airport (GOI)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Goa International Airport (GOI)', 'Trivandrum International Airport (TRV)', 'Air India']
['Goa International Airport (GOI)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Goa International Airport (GOI)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Goa International Airport (GOI)', 'Trivandrum International Airport (TRV)', 'Go First']
['Goa International Airport (GOI)', 'Surat Airport (STV)', 'IndiGo']
['Goa International Airport (GOI)', 'Surat Airport (STV)', 'Air India']
['Goa International Airport (GOI)', 'Surat Airport (STV)', 'Vistara']
['Goa International Airport (GOI)', 'Surat Airport (STV)', 'SpiceJet']
['Goa International Airport (GOI)', 'Surat Airport (STV)', 'Go First']
['Goa International Airport (GOI)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Goa International Airport (GOI)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Goa International Airport (GOI)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Goa International Airport (GOI)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Goa International Airport (GOI)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Goa International Airport (GOI)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Goa International Airport (GOI)', 'Bagdogra Airport (IXB)', 'Air India']
['Goa International Airport (GOI)', 'Bagdogra Airport (IXB)', 'Vistara']
['Goa International Airport (GOI)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Goa International Airport (GOI)', 'Bagdogra Airport (IXB)', 'Go First']
['Goa International Airport (GOI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Goa International Airport (GOI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Goa International Airport (GOI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Goa International Airport (GOI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Goa International Airport (GOI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Goa International Airport (GOI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Goa International Airport (GOI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Goa International Airport (GOI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Goa International Airport (GOI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Goa International Airport (GOI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Jaipur International Airport (JAI)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Jaipur International Airport (JAI)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Jaipur International Airport (JAI)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Jaipur International Airport (JAI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Jaipur International Airport (JAI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Jaipur International Airport (JAI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Jaipur International Airport (JAI)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Kempegowda International Airport (BLR)', 'Air India']
['Jaipur International Airport (JAI)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Jaipur International Airport (JAI)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Kempegowda International Airport (BLR)', 'Go First']
['Jaipur International Airport (JAI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Jaipur International Airport (JAI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Jaipur International Airport (JAI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Jaipur International Airport (JAI)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Jaipur International Airport (JAI)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Jaipur International Airport (JAI)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Jaipur International Airport (JAI)', 'Chennai International Airport (MAA)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Chennai International Airport (MAA)', 'Air India']
['Jaipur International Airport (JAI)', 'Chennai International Airport (MAA)', 'Vistara']
['Jaipur International Airport (JAI)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Chennai International Airport (MAA)', 'Go First']
['Jaipur International Airport (JAI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Jaipur International Airport (JAI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Jaipur International Airport (JAI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Jaipur International Airport (JAI)', 'Pune Airport (PNQ)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Pune Airport (PNQ)', 'Air India']
['Jaipur International Airport (JAI)', 'Pune Airport (PNQ)', 'Vistara']
['Jaipur International Airport (JAI)', 'Pune Airport (PNQ)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Pune Airport (PNQ)', 'Go First']
['Jaipur International Airport (JAI)', 'Goa International Airport (GOI)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Goa International Airport (GOI)', 'Air India']
['Jaipur International Airport (JAI)', 'Goa International Airport (GOI)', 'Vistara']
['Jaipur International Airport (JAI)', 'Goa International Airport (GOI)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Goa International Airport (GOI)', 'Go First']
['Jaipur International Airport (JAI)', 'Cochin International Airport (COK)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Cochin International Airport (COK)', 'Air India']
['Jaipur International Airport (JAI)', 'Cochin International Airport (COK)', 'Vistara']
['Jaipur International Airport (JAI)', 'Cochin International Airport (COK)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Cochin International Airport (COK)', 'Go First']
['Jaipur International Airport (JAI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Jaipur International Airport (JAI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Jaipur International Airport (JAI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Jaipur International Airport (JAI)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Mangalore International Airport (IXE)', 'Air India']
['Jaipur International Airport (JAI)', 'Mangalore International Airport (IXE)', 'Vistara']
['Jaipur International Airport (JAI)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Mangalore International Airport (IXE)', 'Go First']
['Jaipur International Airport (JAI)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Jaipur International Airport (JAI)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Jaipur International Airport (JAI)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Jaipur International Airport (JAI)', 'Trivandrum International Airport (TRV)', 'IndiGo']
