['London Heathrow Airport (LHR)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Brussels Airport (BRU)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Brussels Airport (BRU)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Brussels Airport (BRU)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Brussels Airport (BRU)', 'Frankfurt Airport (FRA)', 'Air France']
['Brussels Airport (BRU)', 'Frankfurt Airport (FRA)', 'British Airways']
['Brussels Airport (BRU)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Brussels Airport (BRU)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Brussels Airport (BRU)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Brussels Airport (BRU)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Brussels Airport (BRU)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Brussels Airport (BRU)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Brussels Airport (BRU)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Brussels Airport (BRU)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Brussels Airport (BRU)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Brussels Airport (BRU)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Munich Airport (MUC)', 'Lufthansa']
['Brussels Airport (BRU)', 'Munich Airport (MUC)', 'Air France']
['Brussels Airport (BRU)', 'Munich Airport (MUC)', 'British Airways']
['Brussels Airport (BRU)', 'Munich Airport (MUC)', 'Ryanair']
['Brussels Airport (BRU)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Brussels Airport (BRU)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Brussels Airport (BRU)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Brussels Airport (BRU)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Brussels Airport (BRU)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Brussels Airport (BRU)', 'Zurich Airport (ZRH)', 'Air France']
['Brussels Airport (BRU)', 'Zurich Airport (ZRH)', 'British Airways']
['Brussels Airport (BRU)', 'Zurich Airport (ZRH)', 'Ryanair']
['Brussels Airport (BRU)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Brussels Airport (BRU)', 'Vienna International Airport (VIE)', 'Air France']
['Brussels Airport (BRU)', 'Vienna International Airport (VIE)', 'British Airways']
['Brussels Airport (BRU)', 'Vienna International Airport (VIE)', 'Ryanair']
['Brussels Airport (BRU)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Istanbul Airport (IST)', 'Lufthansa']
['Brussels Airport (BRU)', 'Istanbul Airport (IST)', 'Air France']
['Brussels Airport (BRU)', 'Istanbul Airport (IST)', 'British Airways']
['Brussels Airport (BRU)', 'Istanbul Airport (IST)', 'Ryanair']
['Brussels Airport (BRU)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Brussels Airport (BRU)', 'Copenhagen Airport (CPH)', 'Air France']
['Brussels Airport (BRU)', 'Copenhagen Airport (CPH)', 'British Airways']
['Brussels Airport (BRU)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Brussels Airport (BRU)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Brussels Airport (BRU)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Brussels Airport (BRU)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Brussels Airport (BRU)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Brussels Airport (BRU)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Brussels Airport (BRU)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Brussels Airport (BRU)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Brussels Airport (BRU)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Brussels Airport (BRU)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Dublin Airport (DUB)', 'Lufthansa']
['Brussels Airport (BRU)', 'Dublin Airport (DUB)', 'Air France']
['Brussels Airport (BRU)', 'Dublin Airport (DUB)', 'British Airways']
['Brussels Airport (BRU)', 'Dublin Airport (DUB)', 'Ryanair']
['Brussels Airport (BRU)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Brussels Airport (BRU)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Brussels Airport (BRU)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Brussels Airport (BRU)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Brussels Airport (BRU)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Athens International Airport (ATH)', 'Lufthansa']
['Brussels Airport (BRU)', 'Athens International Airport (ATH)', 'Air France']
['Brussels Airport (BRU)', 'Athens International Airport (ATH)', 'British Airways']
['Brussels Airport (BRU)', 'Athens International Airport (ATH)', 'Ryanair']
['Brussels Airport (BRU)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Brussels Airport (BRU)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Brussels Airport (BRU)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Brussels Airport (BRU)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Brussels Airport (BRU)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Brussels Airport (BRU)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Brussels Airport (BRU)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Brussels Airport (BRU)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Brussels Airport (BRU)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'London Heathrow Airport (LHR)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'London Heathrow Airport (LHR)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Frankfurt Airport (FRA)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Frankfurt Airport (FRA)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Munich Airport (MUC)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Munich Airport (MUC)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Munich Airport (MUC)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Munich Airport (MUC)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Zurich Airport (ZRH)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Zurich Airport (ZRH)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Zurich Airport (ZRH)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Vienna International Airport (VIE)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Vienna International Airport (VIE)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Vienna International Airport (VIE)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Istanbul Airport (IST)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Istanbul Airport (IST)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Istanbul Airport (IST)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Istanbul Airport (IST)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Copenhagen Airport (CPH)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Copenhagen Airport (CPH)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Dublin Airport (DUB)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Dublin Airport (DUB)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Dublin Airport (DUB)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Dublin Airport (DUB)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Brussels Airport (BRU)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Brussels Airport (BRU)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Brussels Airport (BRU)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Brussels Airport (BRU)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Athens International Airport (ATH)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Athens International Airport (ATH)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Athens International Airport (ATH)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Athens International Airport (ATH)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Lisbon Humberto Delgado Airport (LIS)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Lisbon Humberto Delgado Airport (LIS)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Lisbon Humberto Delgado Airport (LIS)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Lisbon Humberto Delgado Airport (LIS)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Lisbon Humberto Delgado Airport (LIS)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Athens International Airport (ATH)', 'London Heathrow Airport (LHR)', 'Air France']
['Athens International Airport (ATH)', 'London Heathrow Airport (LHR)', 'British Airways']
['Athens International Airport (ATH)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Athens International Airport (ATH)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Athens International Airport (ATH)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Athens International Airport (ATH)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Athens International Airport (ATH)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Athens International Airport (ATH)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Athens International Airport (ATH)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Athens International Airport (ATH)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Athens International Airport (ATH)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Athens International Airport (ATH)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Athens International Airport (ATH)', 'Frankfurt Airport (FRA)', 'Air France']
['Athens International Airport (ATH)', 'Frankfurt Airport (FRA)', 'British Airways']
['Athens International Airport (ATH)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Athens International Airport (ATH)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Athens International Airport (ATH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Athens International Airport (ATH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Athens International Airport (ATH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Athens International Airport (ATH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Athens International Airport (ATH)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Athens International Airport (ATH)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Athens International Airport (ATH)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Athens International Airport (ATH)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Munich Airport (MUC)', 'Lufthansa']
['Athens International Airport (ATH)', 'Munich Airport (MUC)', 'Air France']
['Athens International Airport (ATH)', 'Munich Airport (MUC)', 'British Airways']
['Athens International Airport (ATH)', 'Munich Airport (MUC)', 'Ryanair']
['Athens International Airport (ATH)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Athens International Airport (ATH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Athens International Airport (ATH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Athens International Airport (ATH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Athens International Airport (ATH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Athens International Airport (ATH)', 'Zurich Airport (ZRH)', 'Air France']
['Athens International Airport (ATH)', 'Zurich Airport (ZRH)', 'British Airways']
['Athens International Airport (ATH)', 'Zurich Airport (ZRH)', 'Ryanair']
['Athens International Airport (ATH)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Athens International Airport (ATH)', 'Vienna International Airport (VIE)', 'Air France']
['Athens International Airport (ATH)', 'Vienna International Airport (VIE)', 'British Airways']
['Athens International Airport (ATH)', 'Vienna International Airport (VIE)', 'Ryanair']
['Athens International Airport (ATH)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Istanbul Airport (IST)', 'Lufthansa']
['Athens International Airport (ATH)', 'Istanbul Airport (IST)', 'Air France']
['Athens International Airport (ATH)', 'Istanbul Airport (IST)', 'British Airways']
['Athens International Airport (ATH)', 'Istanbul Airport (IST)', 'Ryanair']
['Athens International Airport (ATH)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Athens International Airport (ATH)', 'Copenhagen Airport (CPH)', 'Air France']
['Athens International Airport (ATH)', 'Copenhagen Airport (CPH)', 'British Airways']
['Athens International Airport (ATH)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Athens International Airport (ATH)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Athens International Airport (ATH)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Athens International Airport (ATH)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Athens International Airport (ATH)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Athens International Airport (ATH)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Athens International Airport (ATH)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Athens International Airport (ATH)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Athens International Airport (ATH)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Athens International Airport (ATH)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Dublin Airport (DUB)', 'Lufthansa']
['Athens International Airport (ATH)', 'Dublin Airport (DUB)', 'Air France']
['Athens International Airport (ATH)', 'Dublin Airport (DUB)', 'British Airways']
['Athens International Airport (ATH)', 'Dublin Airport (DUB)', 'Ryanair']
['Athens International Airport (ATH)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Brussels Airport (BRU)', 'Lufthansa']
['Athens International Airport (ATH)', 'Brussels Airport (BRU)', 'Air France']
['Athens International Airport (ATH)', 'Brussels Airport (BRU)', 'British Airways']
['Athens International Airport (ATH)', 'Brussels Airport (BRU)', 'Ryanair']
['Athens International Airport (ATH)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Athens International Airport (ATH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Athens International Airport (ATH)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Athens International Airport (ATH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Athens International Airport (ATH)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Athens International Airport (ATH)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Athens International Airport (ATH)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Athens International Airport (ATH)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Athens International Airport (ATH)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Athens International Airport (ATH)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Athens International Airport (ATH)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Athens International Airport (ATH)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Athens International Airport (ATH)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Athens International Airport (ATH)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'London Heathrow Airport (LHR)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'London Heathrow Airport (LHR)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Frankfurt Airport (FRA)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Frankfurt Airport (FRA)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
